Leader,Follower,Cat_Leader,Cat_Follower,Best_AbsCorr,Lead_Days,Lag_Gain,Intra_Inter,Lag_Significant,Score_Lag,Granger_Significant,Score_Granger,VAR_Confirmed,Score_VAR,Score_Final,N_Methods,Robustesse
Contemporain,Contemporain,,,0.5357,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1037,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0553,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3259,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1871,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5262,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.7735,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.7392,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4001,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3609,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3069,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1878,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3439,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0859,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.7608,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8694,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.558,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4595,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.7116,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,GOLD,Commodites,Commodites,0.0312,3,0.0203,Intra,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2426,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5328,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6634,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5455,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1189,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3729,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3572,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4024,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.9556,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0346,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.328,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0647,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
HANGSENG,USDJPY,Indices,FX_G10,0.0279,4,0.0124,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2616,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5243,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.935,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2682,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2028,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4175,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
GOLD,NIKKEI225,Commodites,Indices,0.0376,4,0.0255,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.38,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.053,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4376,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.298,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3955,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2383,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.9261,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1496,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8405,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8034,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6921,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1356,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5022,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1612,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1309,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3567,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0735,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6539,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1484,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1798,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5575,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8513,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1309,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.177,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1175,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1723,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8182,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2386,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4342,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.9645,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3377,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4393,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.169,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2317,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2497,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1967,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.124,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1845,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3563,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2345,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2369,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.258,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2258,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1474,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5342,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2421,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0945,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2545,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0821,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3746,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0746,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,USDJPY,Commodites,FX_G10,0.0319,1,0.0024,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,USDCHF,Commodites,FX_G10,0.0183,2,0.0157,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4994,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2331,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4935,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.207,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,SILVER,Commodites,Commodites,0.0354,5,0.019,Intra,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.8278,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5268,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2186,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3984,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2802,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2441,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1987,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1328,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0455,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5593,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3042,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5424,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1743,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1687,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6019,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3812,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3447,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4095,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6127,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3233,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3798,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0498,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3503,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0637,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5113,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0596,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2163,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.9517,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.55,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5832,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0838,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1439,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
ZINC,EURCHF,Commodites,FX_G10,0.028,4,0.0204,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1151,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2405,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1586,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1946,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2241,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.207,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1506,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1195,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
ZINC,USDJPY,Commodites,FX_G10,0.024,5,0.0015,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2508,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2586,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4936,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1441,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.16,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1578,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1829,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5046,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
OAT_FRANCE,VIX,Bonds,Indices,0.0249,1,0.0173,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0474,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0585,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0495,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0676,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0625,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0371,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
OAT_FRANCE,USDCAD,Bonds,FX_G10,0.0229,2,0.0222,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1195,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0701,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0668,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1388,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2055,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5344,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1748,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.4661,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.466,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
AUDJPY,GOLD,FX_G10,Commodites,0.0386,3,0.0238,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.2831,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6775,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1394,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6528,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1668,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1982,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6632,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1155,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1397,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1019,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1321,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1595,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1452,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1472,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1065,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
LEAD,USDJPY,Commodites,FX_G10,0.0315,1,0.0167,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1684,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1782,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.07,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3664,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0948,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0579,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
LEAD,EURCHF,Commodites,FX_G10,0.0297,5,0.0134,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0842,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.094,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1837,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
EURUSD,OAT_FRANCE,FX_G10,Bonds,0.0475,4,0.016,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0951,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1815,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0458,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0849,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0934,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
AUDUSD,RX_BUND,FX_G10,Bonds,0.0296,3,0.0102,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0497,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.7484,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.6644,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1636,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1924,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1289,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1042,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0882,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1538,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1969,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1033,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1966,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1763,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0837,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1633,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0798,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
NAT_GAS,TY_US10Y,Commodites,Bonds,0.0368,3,0.0211,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0597,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.3167,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1565,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1829,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
LEAD,TY_US10Y,Commodites,Bonds,0.0361,4,0.0126,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
TY_US10Y,ZINC,Bonds,Commodites,0.0405,4,0.0001,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.5242,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.1944,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0852,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0539,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0978,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
Contemporain,Contemporain,,,0.0582,0,0.0,Inter,False,0.0,False,0.0,False,0.0,0.0,0,Non confirmée
