Asset1,Asset2,Cat1,Cat2,Intra_Inter,Corr_Static,Mean_1M,Std_1M,Min_1M,Max_1M,Range_1M,Mean_3M,Std_3M,Min_3M,Max_3M,Range_3M,Mean_6M,Std_6M,Min_6M,Max_6M,Range_6M,AbsCorr_Static,Stability,Stability_empirique,Score_Corr,Score_Stab,Score_Total
EURUSD,VIX,FX_G10,Indices,Inter,0.0026,-0.0072,0.2437,-0.6413,0.7303,1.3716,-0.0108,0.1465,-0.3493,0.4037,0.753,-0.0093,0.0969,-0.2112,0.27,0.4812,0.0026,Stable,Moderate,0.006119086843963285,0.7855863921217547,0.3179060089550799
USDSEK,RUSSELL2000,FX_G10,Indices,Inter,0.0168,-0.0089,0.2562,-0.7551,0.6929,1.4479,-0.014,0.1581,-0.4387,0.3809,0.8195,-0.012,0.1095,-0.3457,0.2269,0.5725,0.0168,Moderate,Moderate,0.039538714991762765,0.733661593554163,0.31718786641672286
OAT_FRANCE,ASX200,Bonds,Indices,Inter,-0.0152,-0.0298,0.2445,-0.8345,0.6209,1.4554,-0.0294,0.1569,-0.5394,0.3832,0.9226,-0.0298,0.1101,-0.4031,0.2867,0.6898,0.0152,Moderate,Moderate,0.03577312308778536,0.7390331244404655,0.3170771236288575
RX_BUND,CAC40,Bonds,Indices,Inter,-0.1331,-0.1392,0.3485,-0.8793,0.7585,1.6379,-0.14,0.2506,-0.7379,0.5354,1.2733,-0.1509,0.1806,-0.5384,0.4791,1.0175,0.1331,Unstable,Unstable,0.3132501765121205,0.31960608773500454,0.3157925410012741
USDSEK,DOWJONES,FX_G10,Indices,Inter,0.0065,-0.0179,0.2417,-0.7099,0.6735,1.3834,-0.0211,0.1511,-0.3845,0.3715,0.756,-0.0192,0.106,-0.3174,0.2324,0.5498,0.0065,Moderate,Moderate,0.015297717109908213,0.7649955237242614,0.31517683975564953
OAT_FRANCE,SP500,Bonds,Indices,Inter,0.0342,0.0007,0.2804,-0.7124,0.8748,1.5871,0.0076,0.1732,-0.5995,0.5229,1.1225,0.0073,0.1294,-0.4203,0.3788,0.7991,0.0342,Moderate,Unstable,0.08048952694751707,0.666069829901522,0.31472164812911907
EURGBP,FTSE100,FX_G10,Indices,Inter,-0.0174,0.0119,0.2501,-0.7635,0.6739,1.4374,0.0066,0.16,-0.4691,0.4314,0.9005,-0.0007,0.1326,-0.2819,0.2934,0.5753,0.0174,Moderate,Moderate,0.04095081195575429,0.7251566696508505,0.31463315503379274
SILVER,CAC40,Commodites,Indices,Inter,0.1175,0.0797,0.3068,-0.7628,0.8,1.5628,0.0798,0.2392,-0.5057,0.6046,1.1103,0.0852,0.1974,-0.3623,0.533,0.8953,0.1175,Moderate,Unstable,0.27653565544834074,0.3706356311548792,0.31417564573095613
SILVER,USDNOK,Commodites,FX_G10,Inter,-0.0056,-0.044,0.2447,-0.7647,0.6505,1.4152,-0.0471,0.1528,-0.5684,0.3328,0.9012,-0.0406,0.1122,-0.375,0.2335,0.6085,0.0056,Moderate,Moderate,0.013179571663920923,0.7573858549686661,0.310862084985819
USDSEK,VIX,FX_G10,Indices,Inter,-0.0078,0.0066,0.2545,-0.7364,0.6354,1.3719,0.0092,0.1548,-0.3984,0.413,0.8114,0.0066,0.0981,-0.2716,0.2442,0.5158,0.0078,Moderate,Moderate,0.018357260531889855,0.7484333034914952,0.31038767771573195
OAT_FRANCE,RUSSELL2000,Bonds,Indices,Inter,0.0474,-0.0021,0.279,-0.792,0.7879,1.5799,0.0128,0.1868,-0.676,0.53,1.206,0.0129,0.1458,-0.4825,0.4013,0.8837,0.0474,Moderate,Unstable,0.11155566015533067,0.6051924798567592,0.3090103880359021
USDCHF,DOWJONES,FX_G10,Indices,Inter,-0.0056,0.0082,0.2469,-0.7798,0.7589,1.5387,0.0069,0.1539,-0.3408,0.4006,0.7415,0.0065,0.1139,-0.2785,0.3241,0.6025,0.0056,Moderate,Moderate,0.013179571663920923,0.752461951656222,0.30889252366084136
TY_US10Y,AUDUSD,Bonds,FX_G10,Inter,0.0058,-0.0138,0.2453,-0.7039,0.6123,1.3162,-0.0082,0.1552,-0.5023,0.3739,0.8762,-0.0078,0.1188,-0.3259,0.276,0.6019,0.0058,Moderate,Moderate,0.013650270651918097,0.7466427931960609,0.3068472796695752
TY_US10Y,NZDUSD,Bonds,FX_G10,Inter,0.0,-0.0176,0.2459,-0.6396,0.7091,1.3488,-0.0087,0.1508,-0.4368,0.334,0.7708,-0.0087,0.1057,-0.2872,0.2622,0.5494,0.0,Moderate,Moderate,0.0,0.7663384064458371,0.30653536257833486
TY_US10Y,EURJPY,Bonds,FX_G10,Inter,-0.0167,-0.0075,0.2424,-0.756,0.636,1.392,-0.0277,0.1651,-0.4993,0.3913,0.8906,-0.0348,0.123,-0.3412,0.205,0.5462,0.0167,Moderate,Moderate,0.03930336549776418,0.7023276633840645,0.3045130846522843
RX_BUND,USDCAD,Bonds,FX_G10,Inter,0.0037,0.0302,0.2398,-0.6243,0.7016,1.326,0.0224,0.1549,-0.4527,0.3673,0.8199,0.0134,0.1188,-0.3142,0.3119,0.6261,0.0037,Moderate,Moderate,0.008707931277947752,0.7479856759176364,0.30441902913382324
TY_US10Y,COPPER,Bonds,Commodites,Inter,-0.0597,-0.0942,0.2853,-0.8416,0.7576,1.5992,-0.0935,0.1991,-0.5765,0.4419,1.0184,-0.0938,0.1526,-0.5175,0.2858,0.8033,0.0597,Moderate,Unstable,0.140503647917157,0.5501342882721576,0.30435590405915725
EURJPY,VIX,FX_G10,Indices,Inter,0.0025,0.0078,0.2445,-0.6794,0.7081,1.3875,-0.0049,0.1543,-0.4567,0.4232,0.8799,-0.0084,0.1017,-0.2422,0.271,0.5132,0.0025,Moderate,Moderate,0.005883737349964698,0.7506714413607878,0.303798818954294
TY_US10Y,DOWJONES,Bonds,Indices,Inter,-0.1763,-0.1815,0.3718,-0.852,0.7039,1.5559,-0.1993,0.293,-0.6716,0.5574,1.2289,-0.2079,0.2562,-0.6067,0.4152,1.022,0.1763,Unstable,Unstable,0.4149211579195105,0.12981199641897956,0.30087749331929814
RX_BUND,DAX,Bonds,Indices,Inter,-0.1268,-0.1241,0.3565,-0.8968,0.7386,1.6354,-0.1288,0.2572,-0.7376,0.6116,1.3492,-0.1379,0.1914,-0.5321,0.5192,1.0513,0.1268,Unstable,Unstable,0.29842315839020944,0.2900626678603403,0.2950789621782618
OAT_FRANCE,VIX,Bonds,Indices,Inter,-0.0076,-0.01,0.2787,-0.8475,0.7863,1.6338,-0.0149,0.1655,-0.5541,0.5139,1.068,-0.0117,0.1165,-0.3521,0.328,0.6801,0.0076,Moderate,Moderate,0.01788656154389268,0.7005371530886302,0.2909467981617877
G_GILT,ASX200,Bonds,Indices,Inter,0.0185,-0.0163,0.2659,-0.8198,0.7666,1.5864,-0.013,0.1751,-0.3858,0.528,0.9138,-0.0113,0.1223,-0.3035,0.302,0.6055,0.0185,Moderate,Unstable,0.04353965638973876,0.6575649059982094,0.28914975623312705
RX_BUND,DOWJONES,Bonds,Indices,Inter,-0.0392,-0.0882,0.3011,-0.7823,0.833,1.6153,-0.0752,0.1959,-0.4749,0.3687,0.8436,-0.0694,0.1454,-0.3387,0.3054,0.6441,0.0392,Moderate,Unstable,0.09225700164744645,0.5644583706356312,0.2811375492427204
G_GILT,DOWJONES,Bonds,Indices,Inter,-0.0471,-0.0926,0.2938,-0.8235,0.6114,1.435,-0.0914,0.2025,-0.6065,0.431,1.0375,-0.0923,0.1634,-0.4848,0.3132,0.798,0.0471,Moderate,Unstable,0.11084961167333492,0.5349149507609667,0.28047574730838765
G_GILT,EUROSTOXX50,Bonds,Indices,Inter,-0.0963,-0.1539,0.3307,-0.9067,0.7212,1.6278,-0.1512,0.2414,-0.7027,0.3972,1.0999,-0.1492,0.1974,-0.6492,0.3307,0.9799,0.0963,Moderate,Unstable,0.22664156272064015,0.36078782452999103,0.2803000674443805
OAT_FRANCE,FTSE100,Bonds,Indices,Inter,-0.0625,-0.0469,0.3053,-0.9065,0.8147,1.7212,-0.0461,0.2158,-0.7054,0.4836,1.189,-0.0526,0.1667,-0.4494,0.3773,0.8267,0.0625,Moderate,Unstable,0.14709343374911743,0.47538048343777983,0.2784082536245824
G_GILT,SP500,Bonds,Indices,Inter,-0.0376,-0.0791,0.2881,-0.8326,0.6634,1.496,-0.0764,0.1969,-0.6446,0.4426,1.0871,-0.0763,0.1582,-0.5087,0.2613,0.77,0.0376,Moderate,Unstable,0.08849140974346906,0.5599820948970458,0.27708768380489973
G_GILT,CAC40,Bonds,Indices,Inter,-0.0965,-0.1504,0.3286,-0.9126,0.7157,1.6283,-0.1479,0.2435,-0.6861,0.4364,1.1226,-0.1455,0.1995,-0.6323,0.3272,0.9595,0.0965,Moderate,Unstable,0.22711226170863733,0.3513876454789615,0.276822415216767
OAT_FRANCE,DOWJONES,Bonds,Indices,Inter,0.0156,-0.0236,0.2834,-0.698,0.8351,1.5331,-0.0105,0.1797,-0.5899,0.4505,1.0403,-0.0111,0.1389,-0.4185,0.3811,0.7996,0.0156,Moderate,Unstable,0.03671452106377971,0.6369740376007162,0.27681832767855435
TY_US10Y,SP500,Bonds,Indices,Inter,-0.1538,-0.163,0.3748,-0.8599,0.7642,1.6242,-0.1769,0.2941,-0.6731,0.5386,1.2117,-0.1837,0.2594,-0.5976,0.4486,1.0463,0.1538,Unstable,Unstable,0.36196752176982816,0.12488809310653548,0.2671357503045111
G_GILT,NASDAQ100,Bonds,Indices,Inter,-0.013,-0.0403,0.276,-0.7996,0.6949,1.4945,-0.0329,0.1835,-0.5838,0.3989,0.9827,-0.0327,0.1482,-0.4129,0.3257,0.7386,0.013,Moderate,Unstable,0.030595434219816427,0.6199641897940913,0.2663429364495264
USDJPY,HANGSENG,FX_G10,Indices,Inter,0.0155,0.0226,0.2646,-0.6803,0.7271,1.4074,0.0321,0.1855,-0.4051,0.4554,0.8605,0.0397,0.1555,-0.3232,0.402,0.7252,0.0155,Moderate,Unstable,0.03647917156978112,0.6110116383169204,0.26629215826863684
RX_BUND,SP500,Bonds,Indices,Inter,-0.0232,-0.0714,0.2994,-0.7243,0.8728,1.5971,-0.0623,0.1925,-0.4947,0.4843,0.9789,-0.0561,0.1425,-0.3578,0.3606,0.7184,0.0232,Moderate,Unstable,0.05460108260767239,0.5796777081468218,0.2646317328233322
GOLD,NIKKEI225,Commodites,Indices,Inter,-0.0121,-0.0479,0.2676,-0.7714,0.7851,1.5565,-0.0566,0.1849,-0.5729,0.6409,1.2138,-0.0505,0.1497,-0.3845,0.5064,0.8909,0.0121,Moderate,Unstable,0.028477288773829136,0.6136974037600715,0.2625653347683261
RX_BUND,NASDAQ100,Bonds,Indices,Inter,0.0042,-0.0334,0.2958,-0.8207,0.8678,1.6885,-0.0231,0.1795,-0.4822,0.479,0.9612,-0.0193,0.1318,-0.313,0.3694,0.6823,0.0042,Moderate,Unstable,0.009884678747940691,0.6378692927484333,0.2610785243481378
G_GILT,DAX,Bonds,Indices,Inter,-0.0925,-0.1409,0.3382,-0.889,0.8381,1.7271,-0.139,0.2515,-0.6997,0.4249,1.1246,-0.1367,0.2019,-0.6173,0.3298,0.9471,0.0925,Unstable,Unstable,0.2176982819486938,0.3155774395702775,0.2568499449973273
EURUSD,ASX200,FX_G10,Indices,Inter,0.0274,0.0227,0.2881,-0.8517,0.8128,1.6645,0.0244,0.2093,-0.6659,0.622,1.2878,0.027,0.1833,-0.5551,0.5028,1.0579,0.0274,Moderate,Unstable,0.06448576135561308,0.5044762757385854,0.24048196710880204
G_GILT,RUSSELL2000,Bonds,Indices,Inter,-0.028,-0.089,0.2953,-0.8075,0.713,1.5205,-0.0879,0.2115,-0.615,0.4824,1.0975,-0.0897,0.1717,-0.4236,0.3486,0.7722,0.028,Moderate,Unstable,0.06589785831960461,0.4946284691136974,0.23739010263724172
GOLD,VIX,Commodites,Indices,Inter,0.0297,0.0231,0.303,-0.787,0.7181,1.5051,0.0325,0.213,-0.4709,0.5734,1.0442,0.0396,0.1611,-0.4537,0.3998,0.8535,0.0297,Moderate,Unstable,0.0698987997175806,0.48791405550581923,0.23710490203287604
USDJPY,ASX200,FX_G10,Indices,Inter,0.0647,0.0993,0.3122,-0.6486,0.7928,1.4413,0.1037,0.2426,-0.4587,0.7232,1.1819,0.1075,0.2027,-0.3584,0.6563,1.0146,0.0647,Moderate,Unstable,0.15227112261708636,0.35541629364368843,0.23352919102772718
TY_US10Y,NASDAQ100,Bonds,Indices,Inter,-0.1042,-0.114,0.3504,-0.8211,0.7625,1.5836,-0.1186,0.2744,-0.6398,0.5642,1.204,-0.1249,0.2525,-0.5673,0.4523,1.0196,0.1042,Unstable,Unstable,0.2452341727465286,0.2130707251566698,0.23236879371058505
GOLD,NASDAQ100,Commodites,Indices,Inter,0.0358,-0.0128,0.3076,-0.7571,0.7203,1.4774,-0.0127,0.2248,-0.6334,0.5729,1.2063,-0.0098,0.1862,-0.4602,0.467,0.9272,0.0358,Moderate,Unstable,0.08425511885149446,0.4350940017905103,0.22459067202710079
USDCHF,ASX200,FX_G10,Indices,Inter,0.0423,0.0404,0.2951,-0.7698,0.857,1.6268,0.0455,0.2307,-0.6003,0.7092,1.3096,0.0482,0.2033,-0.4775,0.6221,1.0996,0.0423,Moderate,Unstable,0.09955283596140267,0.4086839749328559,0.22320529154998398
OAT_FRANCE,EUROSTOXX50,Bonds,Indices,Inter,-0.0293,-0.0467,0.3303,-0.8367,0.7396,1.5763,-0.0441,0.2221,-0.6564,0.5871,1.2435,-0.0491,0.1608,-0.4286,0.5093,0.9379,0.0293,Moderate,Unstable,0.06895740174158625,0.44717994628469115,0.22024641955882823
RX_BUND,RUSSELL2000,Bonds,Indices,Inter,-0.0179,-0.0715,0.3,-0.7351,0.7842,1.5193,-0.0617,0.215,-0.4816,0.436,0.9176,-0.0594,0.1657,-0.3817,0.3851,0.7668,0.0179,Moderate,Unstable,0.04212755942574723,0.47896150402864823,0.21686113726690764
OAT_FRANCE,CAC40,Bonds,Indices,Inter,-0.026,-0.0408,0.3305,-0.8515,0.7793,1.6308,-0.0367,0.2265,-0.6966,0.5943,1.2908,-0.0413,0.1652,-0.4386,0.5026,0.9412,0.026,Moderate,Unstable,0.06119086843963285,0.42748433303491495,0.2077082542777457
G_GILT,FTSE100,Bonds,Indices,Inter,-0.0649,-0.0547,0.3477,-0.831,0.8208,1.6518,-0.0618,0.2642,-0.6335,0.621,1.2544,-0.0675,0.2176,-0.5824,0.4596,1.042,0.0649,Unstable,Unstable,0.15274182160508354,0.25872873769024174,0.19513658803914682
OAT_FRANCE,DAX,Bonds,Indices,Inter,-0.02,-0.0216,0.3352,-0.8667,0.7688,1.6356,-0.022,0.2296,-0.6936,0.621,1.3147,-0.0283,0.1697,-0.4385,0.5175,0.956,0.02,Moderate,Unstable,0.04706989879971758,0.4136078782452999,0.1936850905779505
GOLD,RUSSELL2000,Commodites,Indices,Inter,0.0471,-0.002,0.3283,-0.7865,0.7972,1.5837,-0.0072,0.2531,-0.5844,0.6207,1.205,-0.0092,0.2063,-0.5171,0.517,1.0342,0.0471,Unstable,Unstable,0.11084961167333492,0.3084153983885408,0.1898759263594173
GOLD,SP500,Commodites,Indices,Inter,0.0329,-0.0171,0.3213,-0.773,0.7588,1.5318,-0.0234,0.2434,-0.6341,0.5995,1.2336,-0.0239,0.2013,-0.4742,0.4935,0.9677,0.0329,Moderate,Unstable,0.07742998352553541,0.35183527305282003,0.18719209933644929
TY_US10Y,RUSSELL2000,Bonds,Indices,Inter,-0.1289,-0.1642,0.3955,-0.8628,0.8195,1.6823,-0.178,0.322,-0.6883,0.6024,1.2908,-0.1869,0.2774,-0.6127,0.4918,1.1046,0.1289,Unstable,Unstable,0.30336549776417976,0.0,0.18201929865850786
EURUSD,NIKKEI225,FX_G10,Indices,Inter,0.0,0.0194,0.3076,-0.7446,0.7466,1.4912,0.0212,0.223,-0.5072,0.5248,1.032,0.0198,0.1878,-0.3665,0.4274,0.7939,0.0,Moderate,Unstable,0.0,0.44315129811996423,0.1772605192479857
GOLD,CAC40,Commodites,Indices,Inter,-0.053,-0.0775,0.3386,-0.821,0.7758,1.5968,-0.0875,0.2727,-0.6869,0.5547,1.2417,-0.0901,0.2318,-0.5254,0.5128,1.0381,0.053,Unstable,Unstable,0.12473523181925159,0.22068039391226502,0.16311329665645696
GOLD,DOWJONES,Commodites,Indices,Inter,0.0214,-0.0335,0.327,-0.7961,0.7426,1.5388,-0.0406,0.2496,-0.62,0.5661,1.1861,-0.0393,0.2074,-0.5129,0.4685,0.9813,0.0214,Moderate,Unstable,0.050364791715697806,0.32408236347359,0.1598518204188547
GOLD,FTSE100,Commodites,Indices,Inter,0.0036,-0.0129,0.3119,-0.7567,0.7676,1.5243,-0.0226,0.2366,-0.5346,0.4867,1.0213,-0.025,0.1891,-0.4002,0.3934,0.7936,0.0036,Moderate,Unstable,0.008472581783949164,0.38227394807520143,0.1579931283004501
GOLD,EUROSTOXX50,Commodites,Indices,Inter,-0.0393,-0.0716,0.3494,-0.8242,0.7972,1.6214,-0.0808,0.284,-0.6945,0.5917,1.2862,-0.0824,0.2424,-0.5325,0.5526,1.0851,0.0393,Unstable,Unstable,0.09249235114144505,0.170098478066249,0.12353480191136662
GOLD,DAX,Commodites,Indices,Inter,-0.0287,-0.0649,0.3466,-0.8228,0.8007,1.6235,-0.0707,0.28,-0.6598,0.5913,1.2511,-0.0708,0.2398,-0.512,0.5288,1.0409,0.0287,Unstable,Unstable,0.06754530477759473,0.18800358102059078,0.11572861527479315
